hal_id,titre,auteurs,annee,type_doc,support,doi,url_hal,url_pdf,mots_cles,resume,score,axes,ia,requetes
hal-05376262,E-MOIS: An Intelligent Mobile Platform for Institutional Energy Monitoring and Optimization,Dandy Uy Dalina; Xyza Dela Torre,2025,ART,Journal of Engineering Research and Reports,,https://hal.science/hal-05376262v1,,,"Energy consumption in academic institutions is a growing concern due to increasing electricity costs, inefficient monitoring, and environmental impact. At institution, manual and delayed data collection limits timely energy optimization. This study developed E-MOIS (Energy Monitoring and Optimization Intelligent System), a mobile-based intelligent system for real-time energy monitoring and optimization. Using the Agile methodology, the system was built with Flutter (Dart) for the mobile interface, Python for back-end analytics, and Firebase as the cloud database. A Random Forest Regression mod",4,"acv, energie, methodo",False,"(""environmental impact"" OR ""environmenta"
hal-05130125,The Case for Time-Shared Computing Resources,Pierre Jacquet; Adrien Luxey-Bitri,2025,COMM,LIMITS 2025 - 11th Workshop on Computing within Limits,10.48550/arXiv.2507.19287,https://hal.science/hal-05130125v1,https://hal.science/hal-05130125/document,"Digital commons, Hosting facilities, Shared computing, Distributed, Parallel, And Cluster Computing csDC, FOS Computer and information sciences","The environmental impact of Information and Communication Technologies (ICT) continues to grow, driven notably by increasing usage, rebound effects, and emerging demands. However, despite the virtual nature of its services, the sector remains inherently constrained by its materiality and cannot rely on an infinite pool of resources. As a result, the wide variety of supported services may need to be managed under stricter limits within hosting facilities in the future. Contrary to common assumptions, we show that tenants typically do not share computing resources—even in environments commonly p",4,"acv, carbone, energie",False,"(""environmental impact"" OR ""environmenta"
hal-05395313,Vers une évaluation territoriale du Numérique en Santé,Robert Picard; Myriam Lewkowicz,2025,ART,Santé Publique,10.3917/spub.hs1.2025.0053,https://hal.science/hal-05395313v1,,,"Introduction : La capacité du numérique à transformer le système de santé suppose des transformations organisationnelles et de gouvernance, notamment au niveau des territoires, et une approche évaluative nouvelle, qui dépasse la mesure du service médical rendu. But de l’étude : Cette étude qualitative relève de l’accompagnement d’un territoire disposant d’un financement de la Caisse des Dépôts pour expérimenter des solutions numériques innovantes avec une ambition à la fois sanitaire et économique. L’intervention a pour objectif de définir une méthode d’évaluation territoriale du numérique en ",4,"eau, methodo",True,"(""environmental impact"" OR ""environmenta"
hal-05084548,"Should I choose a smaller model?"": Understanding ML Model Selection and Its Impact on Sustainability",Eya Ben chaaben; Janin Koch; Wendy E. Mackay,2025,COMM,CHI 2025 - CHI Conference on Human Factors in Computing Systems,10.1145/3706598.3713240,https://hal.science/hal-05084548v1,https://hal.science/hal-05084548/document,"Machine Learning Practice, Model Selection, Sustainable HCI","The increasing accessibility of large machine learning (ML) models has resulted in their widespread adoption in everyday products, with a correspondingly negative environmental impact. Selecting more suitable ML models could not only improve training time and achievable accuracy, but also long-term sustainability. However, ML developers' model selection process remains under explored, especially with respect to sustainability trade-offs. Interviews with 13 ML developers showed that participants select models mainly based on familiarity, accuracy and interpretability, but often overlook sustain",4,"acv, methodo",True,"(""environmental impact"" OR ""environmenta"
hal-05109521,Improving Supercomputer Usage with Aging Awareness,Robin Boëzennec; Fanny Dufossé; Guillaume Pallez; Alix Tremodeux,2025,COMM,Sustainable Supercomputing (Workshop of SC25),10.1145/3731599.3767561,https://hal.science/hal-05109521v2,https://hal.science/hal-05109521/document,"Aging, Resilience, High Performance Computing, Scheduling","Lifetime of electronic devices has a critical impact on their environmental footprint. In addition, the high-demand by AI companies of GPU has reduced tremendously their availability for supercomputing centers. Consequently, improving the duration of CPUs and GPUs is becoming a major issue in High Performance Computing (HPC) domain. This paper investigates the optimization of a machine usage before a fatal failure and the trade-offs with performance. The lifetime of computing devices is strongly connected with the temperature and thus with the running frequency. We investigate the node frequen",4,"acv, methodo",True,"(""environmental impact"" OR ""environmenta"
hal-05125651,Multi-LOD generative approach for multi-objective sustainability optimization from the early stages of building design,Catherine Bouillon; Benjamin Cohen Boulakia; Karim Beddiar; Yves Jaboin; Fabrice Duval,2025,ART,Automation in Construction,10.1016/j.autcon.2025.106326,https://hal.science/hal-05125651v1,https://hal.science/hal-05125651/document,"Voxel, Design process, Early design stage, Eco-efficiency tools, Generative design, Life-cycle, Sustainability of buildings","Given the urgency of reducing the buildings' environmental impact, this article focuses on optimizing sustainability from the earliest design phases, when decisions have the greatest influence. To address the challenges posed by the coarse granularity of digital models during the sketching phase and the often-conflicting nature of sustainability criteria, a generative workflow is proposed. This workflow, based on a multi-Level of Detail (LOD) framework, enables the evaluation and tracking of multiple sustainability criteria throughout the design iterations. This systemic methodology integrates",4,"acv, carbone, methodo",False,"(""environmental impact"" OR ""environmenta"
hal-05017574,TD programmation - empreinte environnementale du numérique Exercises - Coding / Development - Environemental footprint of digital technologies,Benjamin Goislard de Monsabert,2025,LECTURE,,,https://hal.science/hal-05017574v1,https://hal.science/hal-05017574/document,"Environmental footprint of digital technologies, Programming, Coding, Codage, Programmation, Empreinte environnementale du numérique",Ce document fournit une série d'exercices de programmation traitant de l'empreinte environnementale du numérique. Il contient une série d'exercices visant à manipuler et afficher des données (compétences à atteindre) permettant de comprendre les ordres de grandeur des émissions de gaz à effet de serre (GES) associées à l'utilisation du numérique. Une première partie permet de comprendre la part du numérique dans nos émissions à l'échelle individuelle et la deuxième fournit des ordres de grandeur à l'échelle nationale. Cette série d'exercice été conçu pour être intégrée dans une série de séance,4,"acv, carbone, eau",False,"(""environmental impact"" OR ""environmenta"
dumas-05263787,Consommation de Sévoflurane et impact carbone individuel des patients bénéficiant d’une chirurgie non cardiaque à l'aide d'un système d'administration automatisée de Sévoflurane : une étude de cohorte prospective Exploring Sevoflurane consumption and CO2 emissions of individual patients undergoing noncardiac surgery using a target-controlled Sevoflurane administration system: a prospective cohort study,Guillaume Bibollet,2025,MEM,,,https://dumas.ccsd.cnrs.fr/dumas-05263787v1,https://dumas.ccsd.cnrs.fr/dumas-05263787/document,"Fet Control, Consumption, Gas, Environmental impact, Sévoflurane, Anesthésie, Pollution -- Lutte contre, Halogènes -- Composés organiques, Environnement","La consommation de Sévoflurane au cours de l'anesthésie reste un défi économique et environnemental. Cette étude de cohorte prospective visait à déterminer la consommation de Sévoflurane et son empreinte carbone lorsque l’anesthésie au Sévoflurane et le débit de gaz frais était asservi à un système automatisé (FetCible). Tous les patients adultes consécutifs bénéficiant d’une chirurgie non cardiaque sous anesthésie générale avec intubation endotrachéale ou masque laryngé ont été inclus. La station d’anesthésie (Aisys CS2, GE, USA) était connectée à un logiciel (Carestation Insight, GE, USA) en",4,"acv, carbone, energie",False,"(""environmental impact"" OR ""environmenta"
tel-05351672,Non-sequential assembly : geometrical theory and constructive application Assemblage non-séquentiel : principes géométriques et application constructive,Julien Glath,2025,THESE,,10.70675/cc118860zc0dfz4b9cz99a5z9733dbc6cbfb,https://theses.hal.science/tel-05351672v1,https://theses.hal.science/tel-05351672/document,"Design to assembly, Digital fabrication, Integral mechanical attachment, Wood joint, Kinematics, Non-Sequential, Conception d'assemblage, Fabrication digitale, Assemblage mécanique intégré, Assemblage bois, Cinématique, Non-Séquentiel","In response to dwindling resources and the urgent need to lower the environmental impact of the construction sector, it has become essential to rethink how buildings are conceived, assembled, and dismantled. Timber construction gives a promising alternative to reduce the reliance on concrete and steel, two materials with high greenhouse gas emissions associated with their production. Among timber construction techniques, friction-based assemblies, such as mortise and tenon joints, have been used and studied for centuries in Asia and Europe. Due to their reversibility, these joints have signifi",4,"acv, carbone, energie",False,"(""environmental impact"" OR ""environmenta"
hal-05143098,Multi-GPU distributed PnP-ULA for high-dimensional imaging inverse problems,Maxime Bouton; Pierre-Antoine Thouvenin; Audrey Repetti; Pierre Chainais,2025,PROCEEDINGS,23rd IEEE Statistical Signal Processing Workshop (IEEE SSP 2025),10.1109/SSP64130.2025.11073314,https://hal.science/hal-05143098v1,https://hal.science/hal-05143098/document,"PnP algorithm, Distributed multi-GPU computing, Markov chain Monte Carlo MCMC, Inverse problems","Markov Chain Monte Carlo (MCMC) methods enable uncertainty quantification in inverse problems, making them valuable in various applications, especially when no ground-truth is available. Optimization-inspired Plug-and-Play MCMC algorithms, like PnP-ULA, have been developed to incorporate rich neural networks as priors, improving drastically the estimation quality. However, scaling MCMC samplers remains challenging, as generating and storing a sufficient number of high-dimensional samples, typically high-resolution images, can be computationally prohibitive. This work proposes a distributed imp",4,"carbone, methodo",True,(training OR inference) AND (GPU OR TPU)
hal-04934586,Comparative Analysis of FPGA and GPU Performance for Machine Learning-Based Track Reconstruction at LHCb,Fotis Giasemis; Vladimir Lončar; Bertrand Granado; Vladimir Vava Gligorov,2025,COMM,23rd IEEE Interregional NEWCAS Conference (NEWCAS2025 ),10.1109/NewCAS64648.2025.11106977,https://hal.science/hal-04934586v1,,"FOS Computer and information sciences, FOS Physical sciences, Instrumentation and Detectors physicsins-det, Machine Learning csLG, And Cluster Computing csDC, Parallel, Distributed, High Energy Physics - Experiment hep-ex","In high-energy physics, the increasing luminosity and detector granularity at the Large Hadron Collider are driving the need for more efficient data processing solutions. Machine Learning has emerged as a promising tool for reconstructing charged particle tracks, due to its potentially linear computational scaling with detector hits. The recent implementation of a graph neural network-based track reconstruction pipeline in the first level trigger of the LHCb experiment on GPUs serves as a platform for comparative studies between computational architectures in the context of high-energy physics",4,"energie, methodo",True,(training OR inference) AND (GPU OR TPU)
hal-04344231,EMRI_MC: A GPU-based code for Bayesian inference of EMRI waveforms,Ippocratis D Saltas; Roberto Oliveri,2025,ART,SciPost Phys.Codeb.,10.21468/SciPostPhysCodeb.44,https://hal.science/hal-04344231v1,https://hal.science/hal-04344231/document,"LISA, Gravitational radiation, Dark energy, Interferometer, Bayesian, Gravitation, Model, Monte Carlo, Markov chain","We describe a simple and efficient Python code to perform Bayesian forecasting for gravitational waves (GW) produced by Extreme-Mass-Ratio-Inspiral systems (EMRIs). The code runs on GPUs for an efficient parallelised computation of thousands of waveforms and sampling of the posterior through a Markov-Chain-Monte-Carlo (MCMC) algorithm. EMRI_MC generates EMRI waveforms based on the so--called kludge scheme, and propagates it to the observer accounting for cosmological effects in the observed waveform due to modified gravity/dark energy. Extending the code to more accurate schemes for the genera",4,"energie, methodo",True,(training OR inference) AND (GPU OR TPU)
hal-05213288,Measurements and optimizations of the energy consumption of AI systems,Malek Belkahla; Gaétan Hains,2025,UNDEFINED,,,https://hal.science/hal-05213288v2,https://hal.science/hal-05213288/document,"Large Language Models LLMs, Energy Consumption, GPU, Inference Efficiency, Quantization, Activation-aware Weight Quantization AWQ, Energy-Delay Product EDP","The increasing energy consumption of Large Language Models (LLMs) poses a significant challenge to their sustainable deployment. Service operators face a fundamental conflict: maximizing inference throughput often leads to prohibitive increases in total energy consumption and job duration. This report presents a rigorous, multi-platform analysis to resolve this performance-versus-efficiency dilemma. We investigate the impact of Activation-aware Weight Quantization (AWQ), a stateof-the-art quantization technique, on the performance and energy consumption of modern LLMs. Our experiments are cond",4,"energie, methodo",True,(training OR inference) AND (GPU OR TPU)
hal-05137944,"Empreintes écologiques, un cours de 5e année du département Biotechnologies et Bioinformatique d’INSA-Lyon : utiliser le campus de la Doua comme lieu d’expérimentation et d’éducation",Hubert Charles,2025,POSTER,Colloque Labos 1point5 - ETES 2025 : Enseigner les Transitions Écologiques et Sociales dans le Supérieur,,https://hal.inrae.fr/hal-05137944v1,,,"Dans un contexte global où les enjeux de l’environnement et de la santé sont devenus capitaux, le département Biotechnologies et Bioinformatique d’INSA-Lyon a récemment réorganisé ses maquettes pédagogiques. Les étudiants peuvent ainsi colorer leur diplôme pour se spécialiser selon 5 profils types d’ingénieur (bioprocédés, génie biologique et outils numériques, toxicologie et écotoxicologie, biomodélisateur, et data scientist). Le cours « Empreintes écologiques » est un cours optionnel de 5e année incluant 26h de face-à-face pédagogique et comptant pour 2 ECTS. Ce cours est entièrement dédié à",4,"acv, carbone, methodo",False,"(""écoconception"" OR ""éco-conception"") AN"
hal-05011525,L'éco-conception digitale appliquée aux sites Internet : vers une compréhension des perceptions et attentes des internautes,Alizée Roux; Mathieu Kacha; Sandrine Heitz-Spahn,2025,COMM,11ème Journée du Marketing du Grand Est,,https://hal.science/hal-05011525v1,https://hal.science/hal-05011525/document,"Éco-conception digitale, Site web éco-conçu, Enjeux environnementaux liés au web, Éco-conception, Site web éco-co, Enjeux environn","Cette proposition de communication a pour objet d'examiner, dans une perspective marketing, les perceptions et attentes des internautes vis-à-vis de l'éco-conception digitale et plus précisément celle des sites Internet. Face aux enjeux environnementaux croissants, comprendre comment les utilisateurs perçoivent et évaluent les démarches d'éco-conception devient essentiel. La méthodologie qualitative s'appuie sur 18 entretiens semi-directifs menés auprès d'internautes aux profils variés, permettant d'explorer en profondeur leurs représentations, attentes et éventuelles réticences vis-à-vis de c",4,"acv, carbone, methodo",False,"(""écoconception"" OR ""éco-conception"") AN"
tel-05281265,RADIANCE : A Methodolody for Green Software Design RADIANCE : une méthode pour la conception de logiciels écologiques,Jorge Andrés Larracoechea González,2025,THESE,,10.70675/d08f8ac4ze1a5z434cz93e6z54aaaf6c2291,https://theses.hal.science/tel-05281265v1,https://theses.hal.science/tel-05281265/document,"Dsl, Green software, Software development, EcoConception, Langage dédié, Informatique verte, Methodologie","As studies on the relationship between energy consumption and greenhouse gas emissions show, the key to reducing our emissions - especially CO2 emissions - lies in reducing the amount and rate of our consumption of natural resources, especially fossil fuels. This strategy was born as a response to the present climate crisis caused by global warming, which worries governments around the world due to its effects on the planet and our societies. The current trend in the evolution of global electrical energy demand due to Information and Communication technologies is expected to surge from its cur",4,"carbone, energie, methodo",False,"(""écoconception"" OR ""éco-conception"") AN"
hal-05481985,Ecological impacts of floating photovoltaics on lake ecosystems: eco-design and research perspectives,Thomas Eglin; Hector Rodriguez-Perez; Véronique de Billy,2025,ART,Knowledge and Management of Aquatic Ecosystems,10.1051/kmae/2025023,https://ofb.hal.science/hal-05481985v1,https://ofb.hal.science/hal-05481985/document,"Research perspectives, Eco-design, Floating photovoltaics","Floating photovoltaic (FPV) systems are expanding rapidly. While they could be a solution to land-use conflicts in renewable energy development, their ecological impacts remain poorly understood. A national seminar held in France in June 2025 gathered scientists, public authorities, NGOs, and industry stakeholders to assess FPV deployment potential, ecological risks, and eco-design strategies. This seminar was organized by the French Renewable Energies and Biodiversity Observatory, which aims to reconcile energy transition with biodiversity conservation through knowledge sharing and co-elabora",4,"carbone, energie, methodo",False,"(""écoconception"" OR ""éco-conception"") AN"
hal-05288540,Implémenter la sobriété numérique au sein des organisations,Julien de Benedittis; Jessica Gérard; Céline Péréa; Abir Fekih,2025,COUV,,,https://hal.science/hal-05288540v1,,,"Face à l’empreinte environnementale croissante du numérique, la décarbonation des systèmes d’information s’impose comme un enjeu stratégique, technologique et sociétal majeur. Cet ouvrage collectif explore les leviers d’action concrets et les obstacles à surmonter pour inscrire durablement les systèmes d’information (SI) dans une logique de sobriété et de responsabilité. À la croisée de la réflexion stratégique, des retours d’expérience de terrain et des perspectives pédagogiques, il propose une lecture transversale des défis liés à la décarbonation numérique. De la sobriété des datacenters à ",4,"acv, carbone",True,"(""écoconception"" OR ""éco-conception"") AN"
tel-05543346,"Transformations, quantification et flux d'énergie dans les systèmes de productions métallurgiques médiévaux et de la Renaissance Transformations, quantification and energy flows in medieval and Renaissance metallurgical production systems",Florence Maqueda,2025,THESE,,10.70675/c7bc1ff2z9889z48beza1f1z182a22ba94ed,https://theses.hal.science/tel-05543346v1,https://theses.hal.science/tel-05543346/document,"Digital twin, Simulation, Archaeology of technology, Energy, Experimentation, Mine, Jumeau numérique, Simulation, Archéologie des techniques, Énergie, Expérimentation, Mine","Les exploitations des ressources minières aboutissant à la production des métaux au Moyen Âge et à la Renaissance constituent des systèmes industriels et sociaux complexes. Chaque étape de la chaîne opératoire, qu'elle soit réalisée par un homme ou par une machine, implique une dépense énergétique. Repenser ces systèmes de production anciens en termes de transformation et de quantification de l'énergie permet de dépasser les limites inhérentes aux sources matérielles, iconographiques et écrites. L'objectif vise à comprendre comment se modifient les flux d'énergie lors de l'introduction d'un ch",4,"eau, energie, methodo",False,"(""écoconception"" OR ""éco-conception"") AN"
hal-05245300,"« Je surfe, je pollue » : premiers enseignements d’une étude exploratoire sur la perception des internautes concernant l’impact des sites Internet sur l’environnement",Alizée Roux; Mathieu Kacha; Sandrine Heitz-Spahn,2025,COMM,24ème Colloque sur le Marketing Digital,,https://hal.science/hal-05245300v1,,"Niveaux de représentation de la pensée, Méthodologie qualitative, Enjeux environnementaux liés au web, Site web éco-conçu, Éco-conception digitale","Dans un contexte d’enjeux environnementaux croissants, il est essentiel de comprendre les perceptions et attentes des consommateurs concernant l’impact environnemental des sites Internet, sujet encore peu exploré dans la littérature en marketing. Bien que les entretiens qualitatifs soient un outil adapté pour étudier ce phénomène, cette approche présente des biais potentiels dans le choix des thèmes et questions à aborder. Pour mener les entretiens semi-directifs, nous proposons de mobiliser deux approches complémentaires : la première étudie le phénomène en partant des sites Internet eux-même",4,"acv, eau, methodo",False,"(""écoconception"" OR ""éco-conception"") AN"
hal-05143864,"SEAMPL, Un outil d'aide à la conception de scénarios de réemploi basé sur des critères environnementaux.",Samuel Le Féon; Geneviève Gésan-Guiziou; Caroline Pénicaud; Gwenola Yannou-Le Bris; Joël Aubin; Caroline Malnoë; Julien Hilaire,2025,COMM,Workshop réemploi de la Chaire d'entreprises Vigne & Vin,,https://hal.inrae.fr/hal-05143864v1,https://hal.inrae.fr/hal-05143864/document,LCAINRAE,"Le réemploi du verre fait partie des solutions prometteuses pour réduire les impacts environnementaux des emballages dans le secteur des boissons. Des potentiels de réductions des impacts sont souvent avancés pour les systèmes de réemploi, en comparaison de l’usage unique. Cependant, derrière ces potentiels optimaux se cachent une diversité de systèmes, d’organisations et donc de potentiels réels, dépendant de paramètres variables (taux de retour des bouteilles, taux de casse, poids, distances logistiques, etc.). L’Analyse du Cycle de Vie (ACV) est une méthode idéale pour quantifier les impact",4,"acv, carbone, methodo",False,"(""écoconception"" OR ""éco-conception"") AN"
hal-05288546,"Du concept à la pratique : mettre en œuvre la sobriété numérique, état des lieux des entreprises françaises",Julien de Benedittis; Nadine Dubruc; Michelle Mongo Desage; Sophie Peillon,2025,COUV,,,https://hal.science/hal-05288546v1,,,"Face à l’empreinte environnementale croissante du numérique, la décarbonation des systèmes d’information s’impose comme un enjeu stratégique, technologique et sociétal majeur. Cet ouvrage collectif explore les leviers d’action concrets et les obstacles à surmonter pour inscrire durablement les systèmes d’information (SI) dans une logique de sobriété et de responsabilité. À la croisée de la réflexion stratégique, des retours d’expérience de terrain et des perspectives pédagogiques, il propose une lecture transversale des défis liés à la décarbonation numérique. De la sobriété des datacenters à ",4,"acv, carbone",True,"(""écoconception"" OR ""éco-conception"") AN"
hal-05323951,"AMaL: Ambiances Machine Learning, Morphologie solaire AMaL: Ambiances Machine Learning, Solar Morphology",Abdelkader Ben Saci; Khaoula Raboudi; Patrick Reignier; Gilles Bisson; Danielle Ziebelin,2024,REPORT,,,https://hal.science/hal-05323951v1,,"Machine learning, Solar ambiance, Morphology, Apprentissage automatique, Ambiance solaire, Morphologie","En réponse au besoin urgent de concevoir des villes durables, le projet AMaL utilise des techniques d'apprentissage automatique (ML) pour améliorer la performance des bâtiments en se concentrant sur la prédiction des performances solaires. Ce rapport présente un flux de travail pour prédire l'intensité de l'irradiation solaire globale et directe horaire à l'aide d'un modèle de réseau de neurones profonds (DNN). L'étude utilise un modèle BIM de la ville de Grenoble, qui comprend une variété de quartiers à usage mixte. Le flux de travail présenté comprend la préparation des données, l'étude de c",4,"eau, methodo",True,"(""empreinte carbone"" OR ""impact environn"
hal-04723925,L’université peut-elle porter des pratiques pédagogiques sobres en répondant à ses missions de formation ?,Muriel Perez,2024,COMM,RIODD - Réseau International de recherche sur les Organisations et le Développement Durable,,https://hal.science/hal-04723925v1,,,"L’Université joue un rôle d’accompagnement fondamental sur les enjeux de société tels que la transition numérique et la transition écologique, dimensions parfois incompatibles, ou tout du moins contradictoires. La combinaison de ces deux injonctions amène une multiplicité de questionnements autour de l’usage du numérique et de son impact sur l’environnement, dont l’Université s’est bien évidemment emparés (France Université, 2018) tant sur le volet recherche que sur le volet formation. L’intégration de modules de cours de type Humanités Numériques, l’intégration des questions de développement ",4,"carbone, eau",True,"(""empreinte carbone"" OR ""impact environn"
tel-05024966,Rôle de la gratitude dans l’adoption d'un comportement durable après une expérience touristique mémorable The role of gratitude in the adoption of sutainable behavior after a memorable tourism experience,Yassine Chamsi,2024,THESE,,,https://hal.science/tel-05024966v1,https://hal.science/tel-05024966/document,"Album On Line, Sustainable behaviour, Tourism, Positive emotions, Memorable tourist experience, Gratitude, Gratitude, Expérience touristique mémorable, Émotions positives, Tourisme, Comportement durable, Album On Line","Face à l'urgence de la situation environnementale mondiale, une transition vers un tourisme durable devient essentielle. Cela implique de promouvoir des pratiques responsables qui limitent l’impact environnemental, social et économique de l’activité touristique. Le comportement durable dans un contexte touristique est généralement étudié dans une perspective rationnelle. Or, les modèles souvent utilisés dans la littérature ne peuvent pas rendre compte pleinement des choix durables du touriste, étant donné qu’il est fortement influencé par des réactions émotionnelles. Les émotions peuvent en ef",4,"acv, methodo",True,"(""empreinte carbone"" OR ""impact environn"
hal-04581701,"FlexCoolDC: Datacenter Cooling Flexibility for Harmonizing Water, Energy, Carbon, and Cost Trade-offs",Wedan Emmanuel Gnibga; Andrew A Chien; Anne Blavette; Anne-Cécile Orgerie,2024,COMM,e-Energy 2024 - 15th ACM International Conference on Future and Sustainable Energy Systems,10.1145/3632775.3661936,https://hal.science/hal-04581701v1,https://hal.science/hal-04581701/document,"Data center, Cooling, Water consumption, Dynamic datacenter, Carbon emissions, Cost",,4,"carbone, eau, energie",False,"(""water footprint"" OR ""water consumption"
hal-04547561,"High-technology agriculture system to enhance food security: A concept of smart irrigation system using Internet of Things and cloud computing Ein Hightech-Landwirtschaftssystem zur Stärkung der Ernährungssicherheit: Ein Konzept für ein intelligentes Bewässerungssystem, das das Internet der Dinge und Cloud-Computing nutzt Un sistema agrícola de alta tecnología para impulsar la seguridad alimentaria: un concepto de sistema de riego inteligente que utiliza el Internet de las Cosas y la computación en nube. Un système agricole de haute technologie pour renforcer la sécurité alimentaire : Un concept de système d'irrigation intelligent utilisant l'Internet des objets et l'informatique en nuage Un sistema agricolo high-tech per aumentare la sicurezza alimentare: un concetto di sistema di irrigazione intelligente che utilizza l'Internet delle cose e il cloud computing",Abdennabi Morchid; Ishaq Muhammad Alblushi; Haris Khalid; Rachid El Alami; Surendar Rama Sitaramanan; S.M. Muyeen,2024,ART,Journal of the Saudi Society of Agricultural Sciences,10.1016/j.jssas.2024.02.001,https://hal.science/hal-04547561v1,,Cloud computing Embedded system Food security Internet-of-things IoT Intelligent sensors Irrigation system Smart agriculture ThingSpeak platformV model,"Context Food security is highly reliant on agricultural activity to drive the world economy. However, this activity is in great danger due to climatic changes and improper use of irrigation techniques. Consequently, the lives of numerous individuals worldwide are in jeopardy. In light, this paper investigates the promise of smart irrigation systems based on new technology. Objective To meet the growing demand for water in agriculture, this study presents an intelligent irrigation system that uses cutting-edge technologies of (1) cloud computing, (2) embedded systems, and (3) Internet-of-Things",4,"carbone, eau, methodo",False,"(""water footprint"" OR ""water consumption"
lirmm-04784105,Pour un renouvellement durable des processeurs de calcul,Justin Chikhaoui; Abdoulaye Gamatié,2024,COMM,"ComPAS 2024 - Conférence francophone d'informatique en Parallélisme, Architecture et Système",,https://hal-lirmm.ccsd.cnrs.fr/lirmm-04784105v1,https://hal-lirmm.ccsd.cnrs.fr/lirmm-04784105/document,"Impact environnemental, ACV, Renouvellement de processeurs, Durabilité","La révolution numérique a apporté d'innombrables avantages à la société moderne, mais elle s'accompagne également d'un impact environnemental croissant, souvent difficile à appréhender. Pour mettre en place une stratégie de renouvellement durable des processeurs, il est crucial d'effectuer une analyse en profondeur des répercussions environnementales. Nous proposons un modèle de raisonnement simple, basé sur une approche analytique s'inscrivant dans les contraintes planétaires, tout en préservant les acquis sociaux et économiques. A travers une étude de cas portant sur les processeurs Intel et",4,"acv, carbone, methodo",False,"(""life cycle assessment"" OR ""analyse de "
hal-04924691,A comprehensive review of the end-of-life modeling in LCAs of digital equipment,Marion Ficher; Tom Bauer; Anne-Laure Ligozat,2024,ART,International Journal of Life Cycle Assessment,10.1007/s11367-024-02367-x,https://hal.science/hal-04924691v1,https://hal.science/hal-04924691/document,"Digital equipment, End-of-life modeling, E-waste, LCA, LCA modeling, Sustainable ICT","In the context of the Anthropocene and the widespread use of ICT, the growth of digital e-waste should be tackled. In this paper, we examine the role of the of end-of-life (EoL) in relation to the other life cycle stages in life cycle assessments (LCA) of digital equipment. We investigate how LCAs of digital equipment model the EoL, what the results are for the environmental impacts of EoL treatments and if the LCAs published after the ETSI standard and the ITU-T 1410 recommendation follow EoL modeling criteria. Method We did a systematic literature review with three main research criteria. Th",4,"acv, carbone, methodo",False,"(""life cycle assessment"" OR ""analyse de "
hal-04948884,Fabrication d’une électronique écoresponsable en utilisant du papier et des procédés d’électronique imprimée,Gael Déprès; Victor Thenot; Juliette Seignard; Blandine Joyard-Pitiot; Nadège Reverdy-Bruas,2024,COMM,Symposium pour l’électronique & le numérique durables,,https://cnrs.hal.science/hal-04948884v1,,"Emballage, Etiquette, Papier, Circuit imprimé, Electronique imprimée","Les emballages, les étiquettes intelligentes mais aussi les Printed Circuit Board (PCB) représentent un énorme marché potentiel. Avec la volonté de minimiser l'impact sur l'environnement et de s'inscrire dans une économie circulaire, l'objectif de ce travail est de montrer pourquoi l'électronique imprimée sur papier est une alternative par rapport aux approches conventionnelles. L'électronique imprimée sur papier est aujourd'hui une réalité et les lignes d'impression pour fabriquer des étiquettes et des emballages intelligents ont atteint, chez FEDRIGONI, l'échelle industrielle. Différents obj",4,"acv, carbone, eau",False,"(""life cycle assessment"" OR ""analyse de "
cea-05026005,"Analyse de cycle de vie adapté au logiciel : analyses, outillages et recommandations",Henri-Pierre Charles; Xavier Zeitoun; Jean-François Berrée; Maxime Peralta; Thibault Halter,2024,POSTER,Symposium pour l'électronique et le numérique durables,,https://cea.hal.science/cea-05026005v1,https://cea.hal.science/cea-05026005/document,"Développement logiciel, Sobriété numérique, Numérique frugal, Obsolescence matérielle, Loi de Wirth","Les impacts économiques et environnementaux des logiciels sont plus complexes à évaluer que celui des équipements informatiques, car les logiciels sont im- matériels. Ce sont néanmoins ces derniers qui, en deman- dant toujours plus de capacités de calcul et de mémoire, sont responsables de l’obsolescence du matériel. La loi de Wirth [5] indique que les logiciels évoluent plus rapidement que le matériel, mais cette loi est empirique et les méthodologies pour la démontrer sont difficiles à mettre en œuvre. Dans cet article, nous présentons une partie d’un pro- jet de recherche dont l’objet est d",4,"acv, carbone, methodo",False,"(""life cycle assessment"" OR ""analyse de "
cea-04837740,Simplified cradle to gate Life Cycle Assessment of SiC transistor fabrication,Murielle Fayolle-Lecocq; Laura Vauche; Elise Chaumat,2024,POSTER,Symposium pour l’électronique et le numérique durables,,https://cea.hal.science/cea-04837740v1,https://cea.hal.science/cea-04837740/document,,"Due to human activities, Earth is facing increasing environmental issues, seriously affecting life and human living conditions (drought, flood, extreme events…). The European Green Deal with its net zero ambition in 2050, along with several regulations (GHG report obligation, CSRD, circular economy action plan, raw material act..) hopes to mitigate them [1]. At the same time, to keep in the race of technology innovation, European Union launched the European Chips Act to strengthen its technological leadership in the semiconductor field and ensure its sovereignty [2]. This second ambition must ",4,"acv, carbone, energie",False,"(""life cycle assessment"" OR ""analyse de  | (LCA OR ""life cycle"") AND (semiconductor"
